adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,KEYWORDS,GENRES,CAST,DIRECTORS
False,/kQM7o3NIkruIZLoQ9E2XzZQ8Ujl.jpg,"[28, 35, 80]",783461,hi,लूप लपेटा,"When her boyfriend loses a mobster's cash, Savi races against the clock to save the day — if only she can break out of a curious cycle of dead ends.",201.126,/onGdT8sYi89drvSJyEJnft97rOq.jpg,2022-02-04,Looop Lapeta,False,6.3,47,"['remake', 'looop lapeta', 'saade saati']","['Action', 'Comedy', 'Crime']","['Taapsee Pannu', 'Tahir Raj Bhasin', 'Shreya Dhanwanthary', 'Dibyendu Bhattacharya', 'Rajendra Chawla', 'K.C. Shankar', 'Suresh Triveni', 'Manik Papneja', 'Raghav Raj Kakker', 'Sameer Kevin Roy', 'Bhupesh Bandekar', 'Alistar Bennis', 'Varun Pande', 'Babajaan Devaraya', 'Guia Bianchi', 'Priya Paramita Paul']",['Aakash Bhatia']
False,/7w06baRS9VPm5RYz8lawTCLiR4j.jpg,"[28, 80, 53]",592508,hi,Sooryavanshi,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.",118.91,/8p3mhjyLjHKtaAv8tFKfvEBtir0.jpg,2021-11-05,Sooryavanshi,False,5.8,115,"['police', 'sequel', 'police officer', 'cop universe']","['Action', 'Crime', 'Thriller']","['Akshay Kumar', 'Katrina Kaif', 'Ajay Devgn', 'Ranveer Singh', 'Jackie Shroff', 'Javed Jaffrey', 'Kumud Mishra', 'Abhimanyu Singh', 'Nikitin Dheer', 'Gulshan Grover', 'Vivan Bhatena', 'Sikandar Kher', 'Rajendra Gupta', 'Amritpal Singh', 'Asif Basra', 'Uday Tikekar', 'Jayant Sawarkar', 'Anil Mange', 'Pradeep Kabra', 'Micky Makhija', 'Siddharth Jadhav']",['Rohit Shetty']
False,/4r3iEz4CsRWm7KTrFrESrKkv7GU.jpg,"[18, 35, 10749]",601635,hi,लाल सिंह चड्ढा,"Events in India's history — from the Emergency and the famous Cricket World Cup win to the Punjab riots — unfold from the perspective of an innocent Sikh man Laal Singh Chaddha, a person with a low IQ but high optimism. Laal is able to achieve everything under the sun but his childhood love continues to elude him.",60.696,/rS8fGGgs9panboG1ZVGS6CFzXJM.jpg,2022-08-11,Laal Singh Chaddha,False,6.0,1,"['mentally disabled', 'based on novel or book', 'remake', 'india', 'foreign language adaptation']","['Drama', 'Comedy', 'Romance']","['Aamir Khan', 'Kareena Kapoor Khan', 'Naga Chaitanya Akkineni', 'Mona Singh', 'Manav Vij', 'Kamini Kaushal', 'Ahmad Ibn Umar', 'Hafsa Ashraf', 'Gitikka Ganju Dhar', 'Rohaan Singh', 'Shah Rukh Khan', 'Aarya Sharma', 'Nazneen Madan', 'Arun Bali', 'Jagat Rawat', 'Harry Parmar', 'Shrikant Verma', 'Guneet Singh Sodhi', 'Shiv Panditt', 'Yuri Suri', 'Sowmyashree Belur']",['Advait Chandan']
False,/3X44M96PsggERutUGrYhHXuaHsl.jpg,"[35, 18, 10751]",729700,hi,रक्षा बन्धन,A doting brother will only get married to his ladylove after fulfilling his 'brotherly duties'. He manages his work and personal life while looking out for his four sisters. The film is a satire on the dowry system which is still prevalent in India while celebrating family values.,29.388,/ykefXRqhM7HVnLWPtXWcWCcvBy6.jpg,2022-08-11,Raksha Bandhan,False,0.0,0,[],"['Comedy', 'Drama', 'Family']","['Akshay Kumar', 'Bhumi Pednekar', 'Sadia Khateeb', 'Sahejmeen Kaur', 'Smrithi Srikanth', 'Deepika Khanna', 'Sahil Mehta', 'Neeraj Sood', 'Seema Pahwa', 'Abhilash Thapliyal']",['Aanand L. Rai']
False,/aFGPUmbgGoAt93WP3WYsAPa0Yv8.jpg,"[18, 35]",20453,hi,3 Idiots,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",46.251,/66A9MqXOyVFCssoloscw79z8Tew.jpg,2009-12-23,3 Idiots,False,8.0,1874,"['suicide', 'suicide attempt', 'college', 'musical', 'slapstick comedy', 'friends', 'engineering', 'coming of age', 'subjective camera']","['Drama', 'Comedy']","['Aamir Khan', 'Sharman Joshi', 'R. Madhavan', 'Kareena Kapoor Khan', 'Boman Irani', 'Omi Vaidya', 'Farida Dadi', 'Parikshat Sahni', 'Amardeep Jha', 'Mukund Bhatt', 'Mona Singh', 'Olivier Lafont', 'Achyut Potdar', 'Chaitali Bose', 'Jayant Kripalani', 'Akhil Mishra', 'Atul Tiwari', 'Rajeev Ravindranathan', 'Supriya Shukla', 'Rahul Kumar', 'Javed Jaffrey', 'Ali Fazal', 'Arun Bali']",['Rajkumar Hirani']
False,/lNnnhBxQESk0WbUXNeh24Dx8XA7.jpg,"[53, 18, 80]",767377,hi,धमाका,"When a cynical ex-TV news anchor gets an alarming call on his radio show, he sees a chance for a career comeback — but it may cost his conscience.",58.392,/KowKEuyWziUtnCYicv6zhzTQIv.jpg,2021-11-19,Dhamaka,False,7.3,61,['remake'],"['Thriller', 'Drama', 'Crime']","['Kartik Aaryan', 'Amruta Subhash', 'Mrunal Thakur', 'Soham Majumdar', 'Vikas Kumar', 'Vishwajeet Pradhan', 'Anuj Gurwara', 'Priya Tandon', 'Aeklavya Tomer', 'Prabhat Singh Bhadauriya', 'Aishwarya Chaudhary', 'Ritviq Joshi', 'Ashish Ranglani']",['Ram Madhvani']
False,/90ez6ArvpO8bvpyIngBuwXOqJm5.jpg,"[35, 18, 10749]",19404,hi,दिलवाले दुल्हनिया ले जायेंगे,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",61.736,/2CAL2433ZeIihfX1Hb2139CX0pW.jpg,1995-10-19,Dilwale Dulhania Le Jayenge,False,8.7,3766,[],"['Comedy', 'Drama', 'Romance']","['Shah Rukh Khan', 'Kajol', 'Amrish Puri', 'Anupam Kher', 'Satish Shah', 'Farida Jalal', 'Achala Sachdev', 'Himani Shivpuri', 'Pooja Ruparel', 'Mandira Bedi', 'Uday Chopra', 'Parmeet Sethi', 'Karan Johar', 'Arjun Sablok', 'Anaita Shroff Adajania', 'Hemlata Deepak', 'Lalit Tiwari', 'Baby Raashi', 'Baby Nupur', 'Shanker Iyer', 'Rajesh Bhatija', 'Govind Khatri', 'Mansoor Merchant', 'Mohit Kumar', 'Damyanti Puri', 'Surendra Rahi']",['Aditya Chopra']
False,/lmUj6x9d8miPgcMxDkqQgTeiPJL.jpg,[18],679018,hi,जर्सी,"An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?",51.521,/ur2D5MXrwBBymQ7DjG0cOFen2yh.jpg,2022-04-22,Jersey,False,7.3,24,"['cricket', 'sports', 'remake', 'father son relationship']",['Drama'],"['Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur', 'Ronit Kamra', 'Rituraj Singh', 'Geetika Mehandru', 'Prit Kamani', 'Anjum Batra', 'Saurabh Pandey', 'Rudrashish Majumdar', 'Sunil Saraswat', 'Abhishek Madrecha', 'Sanjiv Chopra']",['Gowtam Tinnanuri']
False,/fpgSkuEG2eV9nOHAYzqfOg1R8t2.jpg,"[18, 10749]",26022,hi,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",28.999,/5Y36lCiNyyV71mjq6LavgiggbhT.jpg,2010-02-10,My Name Is Khan,False,8.1,1049,"['autism', 'mumbai (bombay), india', 'based on true story', 'prejudice', 'religion', 'disability', ""asperger's syndrome""]","['Drama', 'Romance']","['Shah Rukh Khan', 'Kajol', 'Jimmy Shergill', 'Zarina Wahab', 'Adarsh Gourav', 'Tanay Chheda', 'Sheetal Menon', 'Arif Zakaria', 'Arjun Mathur', 'Christopher B. Duncan', 'Nicolas Pajon', 'Rod Britt', 'Michael William Arnold', 'Katie A. Keane', 'Kenton Duty', 'Joseph Zinsman', 'Jonathan Matthew Wilson', 'Laurence Brown']",['Karan Johar']
False,/hwBFGNabkGv2ZIyFUnCTSSmprf7.jpg,"[27, 14]",714338,hi,Bulbbul,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",32.463,/4XYEqHqvcf6vxFhNyeKZz5xbUfV.jpg,2020-06-24,Bulbbul,False,6.8,91,"['rape', 'witch', 'village', 'patriarchy', 'revenge', 'murder', 'tragedy', 'misogyny', 'child marriage', 'folklore', 'social issues', 'supernatural horror']","['Horror', 'Fantasy']","['Tripti Dimri', 'Rahul Bose', 'Avinash Tiwary', 'Parambrata Chatterjee', 'Paoli Dam', 'Varun Buddhadev', 'Ruchi Mahajan', 'Sameer Deshpande', 'Veera Kapur Ee']",['Anvita Dutt']
False,/dkJzD9arPv4ivK1cLhxoTFHWDPm.jpg,"[18, 28, 53]",105379,hi,Blood Money,"In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",28.375,/oX09oi63n3xlmaej3OvtA6PBQ4A.jpg,2012-03-31,Blood Money,False,6.1,7,[],"['Drama', 'Action', 'Thriller']","['Kunal Khemu', 'Amrita Puri', 'Manish Choudhary', 'Mia Uyeda']",['Vishal Mahadkar']
False,/uBDbyoufp7TGaDDVTHOCxl3dz8p.jpg,"[35, 80, 53]",801526,hi,डार्लिंग्स,"Badru hopes her volatile husband will reform if he stops drinking. But when his rage goes too far, she and her mom boldly, albeit clumsily, seek revenge.",19.292,/lyA7kXCIAG17hVuvFOxlMmmv31A.jpg,2022-08-05,Darlings,False,7.3,17,[],"['Comedy', 'Crime', 'Thriller']","['Alia Bhatt', 'Shefali Shah', 'Vijay Varma', 'Roshan Mathew', 'Rajesh Sharma', 'Vijay Maurya', 'Kiran Karmarkar', 'Santosh Juvekar', 'Puja Sarup', 'Ajit Kelkar', 'Sachin Kathuria', 'Divya Vinekar']",['Jasmeet K Reen']
False,/42vFebJ0VRnwdemaUOIr7c6Tjo1.jpg,"[35, 18]",10757,hi,कभी ख़ुशी कभी ग़म,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",18.497,/lRl7wrJmkOzMTDVYFSIpUcsIjPQ.jpg,2001-12-14,Kabhi Khushi Kabhie Gham,False,7.8,436,"['parent child relationship', 'forbidden love', 'reunion', 'family conflict']","['Comedy', 'Drama']","['Amitabh Bachchan', 'Jaya Bachchan', 'Shah Rukh Khan', 'Kajol', 'Hrithik Roshan', 'Kareena Kapoor Khan', 'Rani Mukerji', 'Farida Jalal', 'Alok Nath', 'Parzaan Dastur', 'Jugal Hansraj', 'Simone Singh', 'Aryan Khan', 'Johnny Lever', 'Jibraan Khan', 'Achala Sachdev', 'Himani Shivpuri', 'Sushma Seth', 'Shashikala', 'Tamzin Griffin', 'Ramona Sunavala', 'Jeroo Writer', 'Vikas Sethi', 'Malvika Raaj', 'Holly Holdsworth', 'Kavesh Majmudar', 'Jessey Lever', 'Amar Adatia', 'Amith Rahman', 'Ali Haji', 'Bharat Mistri', 'Samir Shah', 'Amar Talwar']",['Karan Johar']
False,,[],885210,hi,गोरखा,"Major General Ian Cardozo is a former Indian Army officer who became the first war-disabled officer in the Indian Army to command a battalion and a brigade. Due to war injury, he had to undergo amputation and had a wooden leg when he was promoted to brigadier in the year 1984. Cardozo also served as the President of the Rehabilitation Council of India from 2005 to 2011. Despite his dissection, the former Indian Army officer regularly participates in the Mumbai Marathon.",23.549,/eKshOL8czDFggwgZuZlqdqvePgH.jpg,2022-08-13,Gorkha,False,0.0,0,['khukri'],[],"['Akshay Kumar', 'Raaj Vishwakarma']",['Sanjay Puran Singh Chauhan']
False,/5dF4FNwM2qZIuF0WCUs5zvDGU2H.jpg,[18],7508,hi,तारे ज़मीन पर,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",16.897,/fwXhw9bERqKrJfJK6WGakPIh3FS.jpg,2007-12-21,Like Stars on Earth,False,8.0,865,"['painter', 'jealousy', 'parent child relationship', 'father', 'boarding school', 'dyslexia', 'little boy', 'teacher', 'india', 'childhood', 'teachers and students']",['Drama'],"['Darsheel Safary', 'Aamir Khan', 'Tisca Chopra', 'Vipin Sharma', 'Tanay Chheda', 'Sachet Engineer', 'Girija Oak', 'Bugs Bhargava', 'Shankar Sachdev', 'Lalita Lajmi', 'Ravi Khanvilkar', 'Meghna Malik', 'M. K. Raina']",['Aamir Khan']
False,,[53],48391,hi,Jism,"Kabir Lal is an alcoholic lawyer whose life is looking as if going down the drain. One morning he sees a stunningly attractive woman on a beach and is instantly enamored by her. By chance he sees her again in a restaurant and offers to buy her a drink. In the process he learns that her name is Sonia and she is married. Unable to resist, he asks her whether she would show him her home. It marks the beginning of a passionate affair, during which Kabir is told that Sonia's husband neglects her. But Sonia cannot leave him because she cannot support herself without her husband's money. Sonia suggests murder and Kabir, blind with lust, agrees. They manage to kill Sonia's husband and make it look like an accident, but then Kabir gets to see Sonia's other side: she no longer is the passionate lover as before, but is a cool-headed mean woman now who won't let go of her wealth at any cost.",18.099,/afSVOdens3jMc1QzLA3Ps3XGSbR.jpg,2003-01-17,Jism,False,4.4,16,[],['Thriller'],"['Bipasha Basu', 'John Abraham', 'Gulshan Grover', 'Vinay Pathak', 'Ranvir Shorey', 'Anahita Oberoi', 'Harsh Vasisht']",['Amit Saxena']
False,/hdyP0WWMbEr28395dSADp9mlrkm.jpg,"[18, 53]",695958,hi,द गर्ल ऑन द ट्रेन,"When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.",18.43,/6Zvov912Mm0mrjR5nEGbSujjnGE.jpg,2021-02-26,The Girl on the Train,False,5.8,62,"['remake', 'psychological thriller']","['Drama', 'Thriller']","['Parineeti Chopra', 'Aditi Rao Hydari', 'Kirti Kulhari', 'Tota Roy Chowdhury', 'Shamaun Ahmed', 'Vatsal Sheth', 'Avinash Tiwary', 'Natasha Benton', 'Sammy Jonas Heaney', 'Nisha Aaliya', 'Richie Lawrence', 'Diljohn Singh']",['Ribhu Dasgupta']
False,/3hBYQJ2d5P3KzYHAjgB6GO44p6p.jpg,"[18, 28, 10749]",37737,hi,Kites,"A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",19.78,/2WeDVSJd14JFZx6N1DqUOqB0PjD.jpg,2010-05-21,Kites,False,7.2,173,"['dancing', 'interracial romance', 'fugitive', 'tragic event', 'desert', 'dance instructor']","['Drama', 'Action', 'Romance']","['Hrithik Roshan', 'Bárbara Mori', 'Kabir Bedi', 'Kangana Ranaut', 'Nicholas Brown', 'Steven Michael Quezada', 'Ivan Brutsche', 'Luce Rains', 'Camme Tyla', 'Anand Tiwari', 'Dave Colon', 'Yuri Suri', 'Clark Sanchez', 'Madhuri Bhatia', 'Jamie Haqqani', 'Ronald Robert Hamilton', 'Bob Brahamabhatt', 'Cynthia Lee', 'Shaun Webb', 'Patricio Trujillo']",['Anurag Basu']
False,/21bk7sqIsFfeof4vppwGEw1Ahvw.jpg,"[28, 53]",466550,hi,Drive,A getaway driver is attracted to a female neighbor whose husband owes money to a local gangster. As a result he is drawn deeper into a dangerous underworld.,15.848,/1ZUNyvVGTPkeBVXXTMnhIRoXlfo.jpg,2019-11-01,Drive,False,5.3,44,['based on novel or book'],"['Action', 'Thriller']","['Sushant Singh Rajput', 'Jacqueline Fernandez', 'Boman Irani', 'Pankaj Tripathi', 'Sapna Pabbi', 'Vikramjeet Virk']",['Tarun Mansukhani']
False,/hOMou3tn9pzV0xWRNAi49a83dBK.jpg,[18],372084,hi,Mastram,Rajaram is a small town bank clerk who dreams of travelling to Delhi and becoming a reputed writer. His litterateur aspirations are supported by none except his wife Renu.,23.384,/yANwS5NwTd0bsqZfyaKVQrCbch0.jpg,2014-05-09,Mastram,False,3.5,4,"['marriage', 'masturbation']",['Drama'],"['Rahul Bagga', 'Tara Alisha Berry']",['Akhilesh Jaiswal']
False,/v9WuP3V5eeJudaqoDE870HEuYSk.jpg,[18],14134,hi,मैं हूँ ना,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",23.964,/iiZ8BgmAsxKUEyO6ux8z6GHiE6j.jpg,2004-04-30,Main Hoon Na,False,6.9,193,"['college', 'undercover operation', 'army major', 'masala', 'india pakistan border', 'lost brother']",['Drama'],"['Shah Rukh Khan', 'Amrita Rao', 'Zayed Khan', 'Sushmita Sen', 'Suniel Shetty', 'Naseeruddin Shah', 'Kirron Kher', 'Rakhi Sawant', 'Boman Irani', 'Satish Shah', 'Murali Sharma', 'Tabu', 'Uday Chopra', 'Kabir Bedi', 'Bindu', 'Praveen Sirohi', 'Rajeev Punjabi']",['Farah Khan']
False,/5qjbu7po6eqLNd4kUPAyIpFRwQK.jpg,"[18, 10751, 35, 28]",360814,hi,दंगल,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",18.197,/cJRPOLEexI7qp2DKtFfCh7YaaUG.jpg,2016-12-21,Dangal,False,8.0,719,"['parent child relationship', 'small town', 'feminism', 'empowerment', 'strong woman', 'training', 'biography', 'wrestling', 'sports', 'autobiography', 'domestic abuse', 'fighting', 'womanhood', 'endurance', 'woman vs woman fight', 'female empowerment', 'determination', 'strength training', 'abusive father', 'overcoming fears', 'father daughter relationship']","['Drama', 'Family', 'Comedy', 'Action']","['Aamir Khan', 'Fatima Sana Shaikh', 'Sanya Malhotra', 'Sakshi Tanwar', 'Aparshakti Khurana', 'Zaira Wasim', 'Suhani Bhatnagar', 'Girish Kulkarni', 'Vivan Bhatena', 'Ritwik Sahore', 'Ravi Aneja', 'Anurag Arora', 'Mahesh Balraj', 'Anmol Charan', 'Karamveer Choudhary', 'Ishika Gagneja', 'Badrul Islam', 'Jagbir', 'Olamilekan Akanbi Jason', 'Hafiz Khan', 'Sumit Khanna', 'Meenu Prajapati', 'Ansh Rathore', 'Shishir Sharma', 'Gurpreet Toti']",['Nitesh Tiwari']
False,/64GBB3Qp1sG9AJZediJKEjUkUwI.jpg,"[28, 12]",560964,hi,जंगली,A vet returns home to his father's elephant reserve where he encounters and fights an international poacher's racket.,21.237,/4Jwof1qQ6U99TZFkBCngBdfW8J2.jpg,2019-03-29,Junglee,False,6.7,87,"['elephant', 'poacher', 'jungle', 'veterinary']","['Action', 'Adventure']","['Vidyut Jammwal', 'Pooja Sawant', 'Asha Bhat', 'Atul Kulkarni', 'Makrand Deshpande', 'Akshay Oberoi', 'Thalaivasal Vijay', 'Vishwanath Chatterjee', 'Rahul Verma Rajput', 'Shankar Yadav', 'Dinesh Rajpurohit']",['Chuck Russell']
False,/eleVtFXIQVGQjVRcpDuof2K1pOS.jpg,"[10749, 18]",11854,hi,कुछ कुछ होता है,"Per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him.",14.067,/5FmtHHDGPofW5Zjns1EM1D8503c.jpg,1998-10-16,Kuch Kuch Hota Hai,False,7.7,315,"['soulmates', 'friendship bracelet', 'love', 'falling in love', 'unhappiness', 'childhood friends']","['Romance', 'Drama']","['Shah Rukh Khan', 'Kajol', 'Rani Mukerji', 'Salman Khan', 'Farida Jalal', 'Archana Puran Singh', 'Himani Shivpuri', 'Johnny Lever', 'Anupam Kher', 'Reema Lagoo', 'Sana Saeed', 'Parzaan Dastur', 'Neelam Kothari', 'Geeta Kapoor', 'Farah Khan', 'Manish Malhotra', 'Nikkhil Advani']",['Karan Johar']
False,/sM6P9HR36glkzk02A9vGfr3x1Qs.jpg,"[28, 53, 10749]",391629,hi,बाघी,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",13.816,/o5VJiWgGp1O2OtjESZVd37gepYQ.jpg,2016-04-29,Baaghi,False,6.4,89,"['rebel', 'martial arts', 'kidnapping']","['Action', 'Thriller', 'Romance']","['Tiger Shroff', 'Shraddha Kapoor', 'Sunil Grover', 'Sudheer Babu', 'Saurav Chakrabarti', 'Sanjay Mishra', 'Shaurya Bharadwaj', 'Kota Srinivasa Rao', 'Sumit Gulati', 'Ron Smoorenburg', 'Jason Tham', 'Aryan Prajapati']",['Sabbir Khan']
False,/3AxQq0P8Bg0Ocw5ePcXAREpaaio.jpg,"[35, 18, 10749]",821119,hi,Jaadugar,A small-time magician with zero interest in football must lead his local team to the finals of a tournament if he wishes to marry the love of his life.,12.086,/AmN1EdNRzpwLMzQSPkIFtIVbsxk.jpg,2022-07-15,Jaadugar,False,6.3,11,[],"['Comedy', 'Drama', 'Romance']","['Jitendra Kumar', 'Arushi Sharma', 'Javed Jaffrey', 'Manoj Joshi', 'Rukshar Dhillon', 'Sameer Saxena', 'Ajay Mehra', 'Raj Qushal', 'Sandeep Shikhar', 'Raksha Panwar', 'Imran Rasheed', 'Shayank Shukla', 'Shoan Zagade', 'Nandkishor Chikhale', 'Ganesh Deokar', 'Rajiv Nema', 'Purnendu Bhattacharya', 'Biswapati Sarkar', 'Dhruv Thukral', 'Amit Golani']",['Sameer Saxena']
False,/lJhFmVcLTy2i4gRfw9XtcuGYozM.jpg,"[18, 10749]",4251,hi,वीर-ज़ारा,"Squadron Leader Veer Pratap Singh, a pilot in the Indian air force, rescues the stranded Zaara, a woman from Pakistan, following a bus accident, and their lives are forever bound.",15.086,/j267YqLvKAHeyykTflxzpgVgviQ.jpg,2004-11-12,Veer-Zaara,False,7.5,207,"['prison', ""love of one's life"", 'pilot', 'class society', 'musical', 'pakistan', 'india', 'kashmir conflict']","['Drama', 'Romance']","['Shah Rukh Khan', 'Preity Zinta', 'Rani Mukerji', 'Amitabh Bachchan', 'Hema Malini', 'Divya Dutta', 'Anupam Kher', 'Kirron Kher', 'Boman Irani', 'Manoj Bajpayee', 'Zohra Sehgal', 'Akhilendra Mishra', 'Tom Alter', 'Yash Chopra', 'S.M. Zaheer', 'Gurdas Mann', 'Rushad Rana', 'Vinod Negi', 'Balwant Bansal', 'Anup Kanwal Singh', 'Vicky Ahuja', 'Sanjay Singh Bhadli', 'Chandni Jas Keerat', 'Kulbir Badesron', 'Shivaya Singh', 'Banwarhlal Jhol', 'Syed Firdaus']",['Yash Chopra']
False,/hBFrzaIAnSo7Rz6F6Z2n29tVzK2.jpg,"[10752, 36, 10749]",362045,hi,बाजीराव मस्तानी,"Peshwa Bajirao married to Kashibai, falls in love with Mastani, a warrior princess in distress. They struggle to make their love triumph amid opposition from his conservative family.",14.32,/a3kM4CBTSI4NC8KYeSRJCh55liV.jpg,2015-12-18,Bajirao Mastani,False,7.3,219,"['husband wife relationship', 'epic', 'based on true story', 'love', 'romance', 'battle', 'period drama', '18th century', 'warrior', 'mother son relationship']","['War', 'History', 'Romance']","['Ranveer Singh', 'Deepika Padukone', 'Priyanka Chopra Jonas', 'Tanvi Azmi', 'Vaibhav Tatwawadi', 'Mahesh Manjrekar', 'Milind Soman', 'Aditya Pancholi', 'Ayush Tandon', 'Rudra Soni', 'Raza Murad', 'Benjamin Gilani', 'Anuja Sathe', 'Yatin Karyekar', 'Irrfan Khan']",['Sanjay Leela Bhansali']
False,/fIxSzGmtB18ynrIeApLiZPY34YT.jpg,"[28, 53]",444713,hi,कमांडो 2,"India's most wanted Black Money agent, Vicky Chaddha, gets arrested in Malaysia and is kept in a safe house by the Malaysian authorities, along with his wife. A team of four is being sent to Malaysia to bring them to India. Apart from the growth of inter-personal relationships, the mission has quite a few twists and turns on its way. The story follows Karan as he uses his brain and brawn to recover all of the laundered black money.",18.439,/9RZfZxIqyom7XVtXlHKnlNezZua.jpg,2017-03-02,Commando 2 -  The Black Money Trail,False,6.0,29,"['money laundering', 'special agent']","['Action', 'Thriller']","['Vidyut Jammwal', 'Adah Sharma', 'Freddy Daruwala', 'Suhail Nayyar', 'Thakur Anoop Singh', 'Shefali Shah', 'Esha Gupta', 'Adil Hussain', 'Kanan Arunachalam']",['Deven Bhojani']
False,/d2plahqbICvNTAvhk2lM0HojJGG.jpg,"[18, 10749]",413543,hi,Dear Zindagi,An unconventional thinker helps a budding cinematographer gain a new perspective on life.,19.24,/oUg0N2isgZ5rrxdXnsemcKolfKZ.jpg,2016-11-23,Dear Zindagi,False,7.1,189,"['depression', 'cinematographer', 'coming of age', 'psychologist']","['Drama', 'Romance']","['Alia Bhatt', 'Shah Rukh Khan', 'Ali Zafar', 'Kunal Kapoor', 'Angad Bedi', 'Ira Dubey', 'Yashaswini Dayama', 'Aditya Roy Kapur', 'Chitra Shukla', 'Rohit Saraf', 'Atul Kale', 'Aban Bharucha Deohans', 'Yashwant Singh', 'Madhav Vaze']",['Gauri Shinde']
False,/3mGqULd5aY3JphLIqt3LTQ1fQ2D.jpg,"[28, 18, 10749, 53]",8453,hi,फ़ना,"Zooni Ali Beg is a blind Kashmiri girl who travels without her parents for the first time with a dance troupe to Delhi to perform in a ceremony for independence day. On her journey, she meets Rehan Khan, a casanova and tour guide who flirts with her. Although her friends warn Zooni about him, she cannot resist falling in love with him and he takes her on a private tour of New Delhi. But there is more to Rehan than meets the eye and Zooni will have to make a heartbreaking decision.",16.641,/8YCF3drTYLc7eoLFBbbexsT3iQj.jpg,2006-05-26,Fanaa,False,6.7,163,"['blindness and impaired vision', 'delhi, india', 'musical', 'tourist guide', 'kashmir conflict']","['Action', 'Drama', 'Romance', 'Thriller']","['Aamir Khan', 'Kajol', 'Rishi Kapoor', 'Kirron Kher', 'Sanaya Irani', 'Shiney Ahuja', 'Lillete Dubey', 'Tabu', 'Ali Haji', 'Lara Dutta', 'Gautami Kapoor', 'Jaspal Bhatti', 'Satish Shah', 'Shruti Seth', 'Vrajesh Hirjee', 'Sharat Saxena']",['Kunal Kohli']
