id,overview,popularity,release_date,title,vote_average,vote_count,KEYWORDS,GENRES,CAST,DIRECTORS
783461,"When her boyfriend loses a mobster's cash, Savi races against the clock to save the day — if only she can break out of a curious cycle of dead ends.",201.126,2022-02-04,Looop Lapeta,6.3,47,"['remake', 'looop lapeta', 'saade saati']","['Action', 'Comedy', 'Crime']","['Taapsee Pannu', 'Tahir Raj Bhasin', 'Shreya Dhanwanthary', 'Dibyendu Bhattacharya', 'Rajendra Chawla', 'K.C. Shankar', 'Suresh Triveni', 'Manik Papneja', 'Raghav Raj Kakker', 'Sameer Kevin Roy', 'Bhupesh Bandekar', 'Alistar Bennis', 'Varun Pande', 'Babajaan Devaraya', 'Guia Bianchi', 'Priya Paramita Paul']",['Aakash Bhatia']
592508,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.",118.91,2021-11-05,Sooryavanshi,5.8,115,"['police', 'sequel', 'police officer', 'cop universe']","['Action', 'Crime', 'Thriller']","['Akshay Kumar', 'Katrina Kaif', 'Ajay Devgn', 'Ranveer Singh', 'Jackie Shroff', 'Javed Jaffrey', 'Kumud Mishra', 'Abhimanyu Singh', 'Nikitin Dheer', 'Gulshan Grover', 'Vivan Bhatena', 'Sikandar Kher', 'Rajendra Gupta', 'Amritpal Singh', 'Asif Basra', 'Uday Tikekar', 'Jayant Sawarkar', 'Anil Mange', 'Pradeep Kabra', 'Micky Makhija', 'Siddharth Jadhav']",['Rohit Shetty']
601635,"Events in India's history — from the Emergency and the famous Cricket World Cup win to the Punjab riots — unfold from the perspective of an innocent Sikh man Laal Singh Chaddha, a person with a low IQ but high optimism. Laal is able to achieve everything under the sun but his childhood love continues to elude him.",60.696,2022-08-11,Laal Singh Chaddha,6.0,1,"['mentally disabled', 'based on novel or book', 'remake', 'india', 'foreign language adaptation']","['Drama', 'Comedy', 'Romance']","['Aamir Khan', 'Kareena Kapoor Khan', 'Naga Chaitanya Akkineni', 'Mona Singh', 'Manav Vij', 'Kamini Kaushal', 'Ahmad Ibn Umar', 'Hafsa Ashraf', 'Gitikka Ganju Dhar', 'Rohaan Singh', 'Shah Rukh Khan', 'Aarya Sharma', 'Nazneen Madan', 'Arun Bali', 'Jagat Rawat', 'Harry Parmar', 'Shrikant Verma', 'Guneet Singh Sodhi', 'Shiv Panditt', 'Yuri Suri', 'Sowmyashree Belur']",['Advait Chandan']
729700,A doting brother will only get married to his ladylove after fulfilling his 'brotherly duties'. He manages his work and personal life while looking out for his four sisters. The film is a satire on the dowry system which is still prevalent in India while celebrating family values.,29.388,2022-08-11,Raksha Bandhan,0.0,0,[],"['Comedy', 'Drama', 'Family']","['Akshay Kumar', 'Bhumi Pednekar', 'Sadia Khateeb', 'Sahejmeen Kaur', 'Smrithi Srikanth', 'Deepika Khanna', 'Sahil Mehta', 'Neeraj Sood', 'Seema Pahwa', 'Abhilash Thapliyal']",['Aanand L. Rai']
20453,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",46.251,2009-12-23,3 Idiots,8.0,1874,"['suicide', 'suicide attempt', 'college', 'musical', 'slapstick comedy', 'friends', 'engineering', 'coming of age', 'subjective camera']","['Drama', 'Comedy']","['Aamir Khan', 'Sharman Joshi', 'R. Madhavan', 'Kareena Kapoor Khan', 'Boman Irani', 'Omi Vaidya', 'Farida Dadi', 'Parikshat Sahni', 'Amardeep Jha', 'Mukund Bhatt', 'Mona Singh', 'Olivier Lafont', 'Achyut Potdar', 'Chaitali Bose', 'Jayant Kripalani', 'Akhil Mishra', 'Atul Tiwari', 'Rajeev Ravindranathan', 'Supriya Shukla', 'Rahul Kumar', 'Javed Jaffrey', 'Ali Fazal', 'Arun Bali']",['Rajkumar Hirani']
767377,"When a cynical ex-TV news anchor gets an alarming call on his radio show, he sees a chance for a career comeback — but it may cost his conscience.",58.392,2021-11-19,Dhamaka,7.3,61,['remake'],"['Thriller', 'Drama', 'Crime']","['Kartik Aaryan', 'Amruta Subhash', 'Mrunal Thakur', 'Soham Majumdar', 'Vikas Kumar', 'Vishwajeet Pradhan', 'Anuj Gurwara', 'Priya Tandon', 'Aeklavya Tomer', 'Prabhat Singh Bhadauriya', 'Aishwarya Chaudhary', 'Ritviq Joshi', 'Ashish Ranglani']",['Ram Madhvani']
19404,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",61.736,1995-10-19,Dilwale Dulhania Le Jayenge,8.7,3766,[],"['Comedy', 'Drama', 'Romance']","['Shah Rukh Khan', 'Kajol', 'Amrish Puri', 'Anupam Kher', 'Satish Shah', 'Farida Jalal', 'Achala Sachdev', 'Himani Shivpuri', 'Pooja Ruparel', 'Mandira Bedi', 'Uday Chopra', 'Parmeet Sethi', 'Karan Johar', 'Arjun Sablok', 'Anaita Shroff Adajania', 'Hemlata Deepak', 'Lalit Tiwari', 'Baby Raashi', 'Baby Nupur', 'Shanker Iyer', 'Rajesh Bhatija', 'Govind Khatri', 'Mansoor Merchant', 'Mohit Kumar', 'Damyanti Puri', 'Surendra Rahi']",['Aditya Chopra']
679018,"An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?",51.521,2022-04-22,Jersey,7.3,24,"['cricket', 'sports', 'remake', 'father son relationship']",['Drama'],"['Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur', 'Ronit Kamra', 'Rituraj Singh', 'Geetika Mehandru', 'Prit Kamani', 'Anjum Batra', 'Saurabh Pandey', 'Rudrashish Majumdar', 'Sunil Saraswat', 'Abhishek Madrecha', 'Sanjiv Chopra']",['Gowtam Tinnanuri']
26022,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",28.999,2010-02-10,My Name Is Khan,8.1,1049,"['autism', 'mumbai (bombay), india', 'based on true story', 'prejudice', 'religion', 'disability', ""asperger's syndrome""]","['Drama', 'Romance']","['Shah Rukh Khan', 'Kajol', 'Jimmy Shergill', 'Zarina Wahab', 'Adarsh Gourav', 'Tanay Chheda', 'Sheetal Menon', 'Arif Zakaria', 'Arjun Mathur', 'Christopher B. Duncan', 'Nicolas Pajon', 'Rod Britt', 'Michael William Arnold', 'Katie A. Keane', 'Kenton Duty', 'Joseph Zinsman', 'Jonathan Matthew Wilson', 'Laurence Brown']",['Karan Johar']
714338,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",32.463,2020-06-24,Bulbbul,6.8,91,"['rape', 'witch', 'village', 'patriarchy', 'revenge', 'murder', 'tragedy', 'misogyny', 'child marriage', 'folklore', 'social issues', 'supernatural horror']","['Horror', 'Fantasy']","['Tripti Dimri', 'Rahul Bose', 'Avinash Tiwary', 'Parambrata Chatterjee', 'Paoli Dam', 'Varun Buddhadev', 'Ruchi Mahajan', 'Sameer Deshpande', 'Veera Kapur Ee']",['Anvita Dutt']
105379,"In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",28.375,2012-03-31,Blood Money,6.1,7,[],"['Drama', 'Action', 'Thriller']","['Kunal Khemu', 'Amrita Puri', 'Manish Choudhary', 'Mia Uyeda']",['Vishal Mahadkar']
801526,"Badru hopes her volatile husband will reform if he stops drinking. But when his rage goes too far, she and her mom boldly, albeit clumsily, seek revenge.",19.292,2022-08-05,Darlings,7.3,17,[],"['Comedy', 'Crime', 'Thriller']","['Alia Bhatt', 'Shefali Shah', 'Vijay Varma', 'Roshan Mathew', 'Rajesh Sharma', 'Vijay Maurya', 'Kiran Karmarkar', 'Santosh Juvekar', 'Puja Sarup', 'Ajit Kelkar', 'Sachin Kathuria', 'Divya Vinekar']",['Jasmeet K Reen']
10757,"Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",18.497,2001-12-14,Kabhi Khushi Kabhie Gham,7.8,436,"['parent child relationship', 'forbidden love', 'reunion', 'family conflict']","['Comedy', 'Drama']","['Amitabh Bachchan', 'Jaya Bachchan', 'Shah Rukh Khan', 'Kajol', 'Hrithik Roshan', 'Kareena Kapoor Khan', 'Rani Mukerji', 'Farida Jalal', 'Alok Nath', 'Parzaan Dastur', 'Jugal Hansraj', 'Simone Singh', 'Aryan Khan', 'Johnny Lever', 'Jibraan Khan', 'Achala Sachdev', 'Himani Shivpuri', 'Sushma Seth', 'Shashikala', 'Tamzin Griffin', 'Ramona Sunavala', 'Jeroo Writer', 'Vikas Sethi', 'Malvika Raaj', 'Holly Holdsworth', 'Kavesh Majmudar', 'Jessey Lever', 'Amar Adatia', 'Amith Rahman', 'Ali Haji', 'Bharat Mistri', 'Samir Shah', 'Amar Talwar']",['Karan Johar']
885210,"Major General Ian Cardozo is a former Indian Army officer who became the first war-disabled officer in the Indian Army to command a battalion and a brigade. Due to war injury, he had to undergo amputation and had a wooden leg when he was promoted to brigadier in the year 1984. Cardozo also served as the President of the Rehabilitation Council of India from 2005 to 2011. Despite his dissection, the former Indian Army officer regularly participates in the Mumbai Marathon.",23.549,2022-08-13,Gorkha,0.0,0,['khukri'],[],"['Akshay Kumar', 'Raaj Vishwakarma']",['Sanjay Puran Singh Chauhan']
7508,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",16.897,2007-12-21,Like Stars on Earth,8.0,865,"['painter', 'jealousy', 'parent child relationship', 'father', 'boarding school', 'dyslexia', 'little boy', 'teacher', 'india', 'childhood', 'teachers and students']",['Drama'],"['Darsheel Safary', 'Aamir Khan', 'Tisca Chopra', 'Vipin Sharma', 'Tanay Chheda', 'Sachet Engineer', 'Girija Oak', 'Bugs Bhargava', 'Shankar Sachdev', 'Lalita Lajmi', 'Ravi Khanvilkar', 'Meghna Malik', 'M. K. Raina']",['Aamir Khan']
48391,"Kabir Lal is an alcoholic lawyer whose life is looking as if going down the drain. One morning he sees a stunningly attractive woman on a beach and is instantly enamored by her. By chance he sees her again in a restaurant and offers to buy her a drink. In the process he learns that her name is Sonia and she is married. Unable to resist, he asks her whether she would show him her home. It marks the beginning of a passionate affair, during which Kabir is told that Sonia's husband neglects her. But Sonia cannot leave him because she cannot support herself without her husband's money. Sonia suggests murder and Kabir, blind with lust, agrees. They manage to kill Sonia's husband and make it look like an accident, but then Kabir gets to see Sonia's other side: she no longer is the passionate lover as before, but is a cool-headed mean woman now who won't let go of her wealth at any cost.",18.099,2003-01-17,Jism,4.4,16,[],['Thriller'],"['Bipasha Basu', 'John Abraham', 'Gulshan Grover', 'Vinay Pathak', 'Ranvir Shorey', 'Anahita Oberoi', 'Harsh Vasisht']",['Amit Saxena']
695958,"When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.",18.43,2021-02-26,The Girl on the Train,5.8,62,"['remake', 'psychological thriller']","['Drama', 'Thriller']","['Parineeti Chopra', 'Aditi Rao Hydari', 'Kirti Kulhari', 'Tota Roy Chowdhury', 'Shamaun Ahmed', 'Vatsal Sheth', 'Avinash Tiwary', 'Natasha Benton', 'Sammy Jonas Heaney', 'Nisha Aaliya', 'Richie Lawrence', 'Diljohn Singh']",['Ribhu Dasgupta']
37737,"A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",19.78,2010-05-21,Kites,7.2,173,"['dancing', 'interracial romance', 'fugitive', 'tragic event', 'desert', 'dance instructor']","['Drama', 'Action', 'Romance']","['Hrithik Roshan', 'Bárbara Mori', 'Kabir Bedi', 'Kangana Ranaut', 'Nicholas Brown', 'Steven Michael Quezada', 'Ivan Brutsche', 'Luce Rains', 'Camme Tyla', 'Anand Tiwari', 'Dave Colon', 'Yuri Suri', 'Clark Sanchez', 'Madhuri Bhatia', 'Jamie Haqqani', 'Ronald Robert Hamilton', 'Bob Brahamabhatt', 'Cynthia Lee', 'Shaun Webb', 'Patricio Trujillo']",['Anurag Basu']
466550,A getaway driver is attracted to a female neighbor whose husband owes money to a local gangster. As a result he is drawn deeper into a dangerous underworld.,15.848,2019-11-01,Drive,5.3,44,['based on novel or book'],"['Action', 'Thriller']","['Sushant Singh Rajput', 'Jacqueline Fernandez', 'Boman Irani', 'Pankaj Tripathi', 'Sapna Pabbi', 'Vikramjeet Virk']",['Tarun Mansukhani']
372084,Rajaram is a small town bank clerk who dreams of travelling to Delhi and becoming a reputed writer. His litterateur aspirations are supported by none except his wife Renu.,23.384,2014-05-09,Mastram,3.5,4,"['marriage', 'masturbation']",['Drama'],"['Rahul Bagga', 'Tara Alisha Berry']",['Akhilesh Jaiswal']
14134,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",23.964,2004-04-30,Main Hoon Na,6.9,193,"['college', 'undercover operation', 'army major', 'masala', 'india pakistan border', 'lost brother']",['Drama'],"['Shah Rukh Khan', 'Amrita Rao', 'Zayed Khan', 'Sushmita Sen', 'Suniel Shetty', 'Naseeruddin Shah', 'Kirron Kher', 'Rakhi Sawant', 'Boman Irani', 'Satish Shah', 'Murali Sharma', 'Tabu', 'Uday Chopra', 'Kabir Bedi', 'Bindu', 'Praveen Sirohi', 'Rajeev Punjabi']",['Farah Khan']
360814,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",18.197,2016-12-21,Dangal,8.0,719,"['parent child relationship', 'small town', 'feminism', 'empowerment', 'strong woman', 'training', 'biography', 'wrestling', 'sports', 'autobiography', 'domestic abuse', 'fighting', 'womanhood', 'endurance', 'woman vs woman fight', 'female empowerment', 'determination', 'strength training', 'abusive father', 'overcoming fears', 'father daughter relationship']","['Drama', 'Family', 'Comedy', 'Action']","['Aamir Khan', 'Fatima Sana Shaikh', 'Sanya Malhotra', 'Sakshi Tanwar', 'Aparshakti Khurana', 'Zaira Wasim', 'Suhani Bhatnagar', 'Girish Kulkarni', 'Vivan Bhatena', 'Ritwik Sahore', 'Ravi Aneja', 'Anurag Arora', 'Mahesh Balraj', 'Anmol Charan', 'Karamveer Choudhary', 'Ishika Gagneja', 'Badrul Islam', 'Jagbir', 'Olamilekan Akanbi Jason', 'Hafiz Khan', 'Sumit Khanna', 'Meenu Prajapati', 'Ansh Rathore', 'Shishir Sharma', 'Gurpreet Toti']",['Nitesh Tiwari']
560964,A vet returns home to his father's elephant reserve where he encounters and fights an international poacher's racket.,21.237,2019-03-29,Junglee,6.7,87,"['elephant', 'poacher', 'jungle', 'veterinary']","['Action', 'Adventure']","['Vidyut Jammwal', 'Pooja Sawant', 'Asha Bhat', 'Atul Kulkarni', 'Makrand Deshpande', 'Akshay Oberoi', 'Thalaivasal Vijay', 'Vishwanath Chatterjee', 'Rahul Verma Rajput', 'Shankar Yadav', 'Dinesh Rajpurohit']",['Chuck Russell']
11854,"Per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him.",14.067,1998-10-16,Kuch Kuch Hota Hai,7.7,315,"['soulmates', 'friendship bracelet', 'love', 'falling in love', 'unhappiness', 'childhood friends']","['Romance', 'Drama']","['Shah Rukh Khan', 'Kajol', 'Rani Mukerji', 'Salman Khan', 'Farida Jalal', 'Archana Puran Singh', 'Himani Shivpuri', 'Johnny Lever', 'Anupam Kher', 'Reema Lagoo', 'Sana Saeed', 'Parzaan Dastur', 'Neelam Kothari', 'Geeta Kapoor', 'Farah Khan', 'Manish Malhotra', 'Nikkhil Advani']",['Karan Johar']
391629,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",13.816,2016-04-29,Baaghi,6.4,89,"['rebel', 'martial arts', 'kidnapping']","['Action', 'Thriller', 'Romance']","['Tiger Shroff', 'Shraddha Kapoor', 'Sunil Grover', 'Sudheer Babu', 'Saurav Chakrabarti', 'Sanjay Mishra', 'Shaurya Bharadwaj', 'Kota Srinivasa Rao', 'Sumit Gulati', 'Ron Smoorenburg', 'Jason Tham', 'Aryan Prajapati']",['Sabbir Khan']
821119,A small-time magician with zero interest in football must lead his local team to the finals of a tournament if he wishes to marry the love of his life.,12.086,2022-07-15,Jaadugar,6.3,11,[],"['Comedy', 'Drama', 'Romance']","['Jitendra Kumar', 'Arushi Sharma', 'Javed Jaffrey', 'Manoj Joshi', 'Rukshar Dhillon', 'Sameer Saxena', 'Ajay Mehra', 'Raj Qushal', 'Sandeep Shikhar', 'Raksha Panwar', 'Imran Rasheed', 'Shayank Shukla', 'Shoan Zagade', 'Nandkishor Chikhale', 'Ganesh Deokar', 'Rajiv Nema', 'Purnendu Bhattacharya', 'Biswapati Sarkar', 'Dhruv Thukral', 'Amit Golani']",['Sameer Saxena']
4251,"Squadron Leader Veer Pratap Singh, a pilot in the Indian air force, rescues the stranded Zaara, a woman from Pakistan, following a bus accident, and their lives are forever bound.",15.086,2004-11-12,Veer-Zaara,7.5,207,"['prison', ""love of one's life"", 'pilot', 'class society', 'musical', 'pakistan', 'india', 'kashmir conflict']","['Drama', 'Romance']","['Shah Rukh Khan', 'Preity Zinta', 'Rani Mukerji', 'Amitabh Bachchan', 'Hema Malini', 'Divya Dutta', 'Anupam Kher', 'Kirron Kher', 'Boman Irani', 'Manoj Bajpayee', 'Zohra Sehgal', 'Akhilendra Mishra', 'Tom Alter', 'Yash Chopra', 'S.M. Zaheer', 'Gurdas Mann', 'Rushad Rana', 'Vinod Negi', 'Balwant Bansal', 'Anup Kanwal Singh', 'Vicky Ahuja', 'Sanjay Singh Bhadli', 'Chandni Jas Keerat', 'Kulbir Badesron', 'Shivaya Singh', 'Banwarhlal Jhol', 'Syed Firdaus']",['Yash Chopra']
362045,"Peshwa Bajirao married to Kashibai, falls in love with Mastani, a warrior princess in distress. They struggle to make their love triumph amid opposition from his conservative family.",14.32,2015-12-18,Bajirao Mastani,7.3,219,"['husband wife relationship', 'epic', 'based on true story', 'love', 'romance', 'battle', 'period drama', '18th century', 'warrior', 'mother son relationship']","['War', 'History', 'Romance']","['Ranveer Singh', 'Deepika Padukone', 'Priyanka Chopra Jonas', 'Tanvi Azmi', 'Vaibhav Tatwawadi', 'Mahesh Manjrekar', 'Milind Soman', 'Aditya Pancholi', 'Ayush Tandon', 'Rudra Soni', 'Raza Murad', 'Benjamin Gilani', 'Anuja Sathe', 'Yatin Karyekar', 'Irrfan Khan']",['Sanjay Leela Bhansali']
444713,"India's most wanted Black Money agent, Vicky Chaddha, gets arrested in Malaysia and is kept in a safe house by the Malaysian authorities, along with his wife. A team of four is being sent to Malaysia to bring them to India. Apart from the growth of inter-personal relationships, the mission has quite a few twists and turns on its way. The story follows Karan as he uses his brain and brawn to recover all of the laundered black money.",18.439,2017-03-02,Commando 2 -  The Black Money Trail,6.0,29,"['money laundering', 'special agent']","['Action', 'Thriller']","['Vidyut Jammwal', 'Adah Sharma', 'Freddy Daruwala', 'Suhail Nayyar', 'Thakur Anoop Singh', 'Shefali Shah', 'Esha Gupta', 'Adil Hussain', 'Kanan Arunachalam']",['Deven Bhojani']
413543,An unconventional thinker helps a budding cinematographer gain a new perspective on life.,19.24,2016-11-23,Dear Zindagi,7.1,189,"['depression', 'cinematographer', 'coming of age', 'psychologist']","['Drama', 'Romance']","['Alia Bhatt', 'Shah Rukh Khan', 'Ali Zafar', 'Kunal Kapoor', 'Angad Bedi', 'Ira Dubey', 'Yashaswini Dayama', 'Aditya Roy Kapur', 'Chitra Shukla', 'Rohit Saraf', 'Atul Kale', 'Aban Bharucha Deohans', 'Yashwant Singh', 'Madhav Vaze']",['Gauri Shinde']
8453,"Zooni Ali Beg is a blind Kashmiri girl who travels without her parents for the first time with a dance troupe to Delhi to perform in a ceremony for independence day. On her journey, she meets Rehan Khan, a casanova and tour guide who flirts with her. Although her friends warn Zooni about him, she cannot resist falling in love with him and he takes her on a private tour of New Delhi. But there is more to Rehan than meets the eye and Zooni will have to make a heartbreaking decision.",16.641,2006-05-26,Fanaa,6.7,163,"['blindness and impaired vision', 'delhi, india', 'musical', 'tourist guide', 'kashmir conflict']","['Action', 'Drama', 'Romance', 'Thriller']","['Aamir Khan', 'Kajol', 'Rishi Kapoor', 'Kirron Kher', 'Sanaya Irani', 'Shiney Ahuja', 'Lillete Dubey', 'Tabu', 'Ali Haji', 'Lara Dutta', 'Gautami Kapoor', 'Jaspal Bhatti', 'Satish Shah', 'Shruti Seth', 'Vrajesh Hirjee', 'Sharat Saxena']",['Kunal Kohli']
19666,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",14.107,2001-06-15,Lagaan: Once Upon a Time in India,7.3,436,"['countryside', 'patriotism', 'musical', 'village', 'challenge', 'cricket', 'sports', 'taxes', 'based on true story', 'period drama', 'colonialism', 'british colonial', 'arrogance', 'untouchable', 'caste system', 'drought', '19th century', 'british raj', 'gujarati', 'bollywood']","['Adventure', 'Romance', 'Drama']","['Aamir Khan', 'Gracy Singh', 'Rachel Shelley', 'Paul Blackthorne', 'Kulbhushan Kharbanda', 'Raj Zutshi', 'Rajesh Vivek', 'Yashpal Sharma', 'Amin Hajee', 'Aditya Lakhia', 'Akhilendra Mishra', 'Rajendra Gupta', 'Shri Vallabh Vyas', 'Raghubir Yadav', 'Javed Khan', 'A.K. Hangal', 'Anupam Shyam', 'John Rowe', 'Jeremy Child', 'Howard Lee', 'Pradeep Ram Singh Rawat', 'David Gant', 'Amitabh Bachchan', 'Ben Nealon', 'Suhasini Mulay', 'Daya Shankar Pandey', 'Raja Awasthi', 'Amin Gazi', 'Pramatesh Mehta', 'Chris England', 'Simon Holmes', 'Jon House']",['Ashutosh Gowariker']
14072,"A lonely 40-ish man, likely to remain a bachelor, has a chance to find the love of his life when he falls for a vivacious young woman.",10.273,2008-12-11,Rab Ne Bana Di Jodi,7.1,211,[],"['Comedy', 'Drama', 'Romance']","['Shah Rukh Khan', 'Vinay Pathak', 'Anushka Sharma', 'M. K. Raina', 'Manmeet Singh', 'Isha Koppikar', 'Richa Pallod', 'Kajol', 'Rani Mukerji', 'Preity Zinta', 'Lara Dutta', 'Bipasha Basu', 'Aneesha Dalal', 'Bobby Bedii', 'Vivan Bhatena', 'Puneet Cheema', ""Alene D'Souza"", 'Areesz Gandhi', 'Rajesh Jais', 'Vineet Kapoor', 'Armit Singh Kharbanda']",['Aditya Chopra']
8079,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",14.517,2007-11-07,Om Shanti Om,7.0,261,"['1970s', 'musical', 'reincarnation', 'psychopath', 'sociopath', 'revenge', 'thriller', 'betrayal', 'disco', 'predator turns victim', 'unlikely lovers', 'woman director', 'desire for fame', '2000s', 'bollywood', 'crossover']","['Comedy', 'Thriller', 'Drama']","['Shah Rukh Khan', 'Deepika Padukone', 'Arjun Rampal', 'Shreyas Talpade', 'Kirron Kher', 'Nitesh Pandey', 'Shawar Ali', 'Yuvika Chaudhary', 'Satish Shah', 'Juhi Chawla', 'Javed Sheikh', 'Masood Akhtar', 'Hrithik Roshan', 'Preity Zinta', 'Vishal Dadlani', 'Abhishek Bachchan', 'Rishi Kapoor', 'Subhash Ghai', 'Amitabh Bachchan', 'Akshay Kumar', 'Dharmendra', 'Priyanka Chopra Jonas', 'Rekha', 'Salman Khan', 'Sanjay Dutt', 'Mithun Chakraborty', 'Kajol', 'Jeetendra', 'Karisma Kapoor', 'Malaika Arora', 'Saif Ali Khan', 'Rani Mukerji', 'Sunil Dutt', 'Uday Chopra', 'Bipasha Basu', 'Bappi Lahiri', 'Chunky Pandey', 'Feroz Khan', 'Koena Mitra', 'Karan Johar', 'Rakesh Roshan', 'Shabana Azmi', 'Sanjay Kapoor', 'Yash Chopra', 'Ameesha Patel', 'Dia Mirza', 'Zayed Khan', 'Vidya Balan', 'Tusshar Kapoor', 'Shilpa Shetty Kundra', 'Urmila Matondkar', 'Arbaaz Khan', 'Dino Morea', 'Amrita Arora', 'Aftab Shivdasani', 'Tabu', 'Govinda', 'Bobby Deol', 'Lara Dutta', 'Ritesh Deshmukh', 'Farah Khan', 'Suniel Shetty', 'Gauri Khan', 'Mushtaq Sheikh', 'Kareena Kapoor Khan', 'Lin Laishram']",['Farah Khan']
14073,A sixteenth century love story about a marriage of alliance that gave birth to true love between a Mughal emperor and a Rajput princess.,9.231,2008-02-13,Jodhaa Akbar,7.4,201,"['husband wife relationship', 'emperor', 'hindu', 'biography', 'marriage crisis', 'epic', 'sword fight', 'period drama', 'domineering mother', 'mughal empire', 'marriage of alliance', '16th century', 'love after marriage', 'hindu muslim conflict']","['Romance', 'History', 'Drama']","['Hrithik Roshan', 'Aishwarya Rai Bachchan', 'Sonu Sood', 'Kulbhushan Kharbanda', 'Suhasini Mulay', 'Raza Murad', 'Rajesh Vivek', 'Pramod Moutho', 'Ila Arun', 'Surendra Pal', 'Amitabh Bachchan', 'Disha Vakani', 'Nikitin Dheer', 'Poonam Sinha', 'Digvijay Purohit', 'Yuri Suri', 'Surendra Pal', 'Manava Naik', 'Rucha Vaidya']",['Ashutosh Gowariker']
447856,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",10.661,2018-02-09,Pad Man,7.5,156,"['invention', 'village', 'biography', 'menstruation', 'based on true story', 'superhero', 'taboo', 'based on short story', 'dramedy', 'social awareness']","['Comedy', 'Drama']","['Akshay Kumar', 'Radhika Apte', 'Sonam Kapoor', 'Jyoti Subhash', 'Mrinmayee Godbole', 'Soumya Vyas', 'Riva Bubber', 'Urmila Mahanta', 'Amitabh Bachchan', 'Suneel Sinha', 'Rakesh Chaturvedi']",['R. Balki']
44977,"To avenge his father's death, a circus entertainer trained in magic and acrobatics turns thief to take down a corrupt bank in Chicago. Two cops from Mumbai are assigned to the case.",9.102,2013-12-19,Dhoom 3,6.0,222,"['circus', 'bank robber', 'sequel', 'heist', 'bank heist', 'motorcycle chase']","['Action', 'Crime', 'Thriller']","['Aamir Khan', 'Katrina Kaif', 'Abhishek Bachchan', 'Uday Chopra', 'Riya Ray', 'Elizabeth Reiners', 'Tabrett Bethell', 'Andrew Bicknell', 'Jacqueline Scislowski', 'Jackie Shroff', 'Kim DeJesus', 'Parth Suri', 'Michael L. Howard']",['Vijay Krishna Acharya']
